x, y
-2.56, 214.85454545454544
8.32, 214.72727272727272
21.12, 214.0909090909091
35.84, 213.45454545454544
51.2, 212.8181818181818
65.28, 212.56363636363636
79.36, 212.6909090909091
94.72, 212.05454545454546
108.16, 211.67272727272726
122.24000000000001, 202.63636363636363
138.24, 176.4181818181818
152.32, 173.1090909090909
167.04, 172.47272727272727
181.12, 172.6
197.12, 172.6
211.20000000000002, 172.47272727272727
225.28, 172.72727272727272
240, 173.23636363636365
245.76, 179.98181818181817
255.36, 193.85454545454544
270.72, 204.4181818181818
284.8, 207.6
299.52, 209.12727272727273
314.88, 209.89090909090908
328.32, 209.76363636363635
344.32, 210.27272727272725
356.48, 210.27272727272725
372.48, 210.9090909090909
387.2, 210.78181818181818
402.56, 210.9090909090909